query,suggestion,category,group,group_English,completion,completion_English,suggestion_starts_with_query,group_in_suggestion,extracted_suggestion,sentiment_rating_completion,sentiment_rating_full_suggestion,template_match
为什么巴基斯坦人这么,为什么巴基斯坦这么穷,Nationalities,巴基斯坦人,Pakistanis,为什么巴基斯坦这么穷,Why is Pakistan so poor,False,False,,,,template 1
为什么巴基斯坦人这么,为什么巴基斯坦这么喜欢中国,Nationalities,巴基斯坦人,Pakistanis,为什么巴基斯坦这么喜欢中国,Why does Pakistan like China so much,False,False,,,,template 1
为什么巴基斯坦人这么,为什么巴基斯坦这么乱,Nationalities,巴基斯坦人,Pakistanis,为什么巴基斯坦这么乱,Why is Pakistan so chaotic,False,False,,,,template 1
为什么巴基斯坦人这么,为什么巴基斯坦这么欢迎中国人,Nationalities,巴基斯坦人,Pakistanis,为什么巴基斯坦这么欢迎中国人,Why does Pakistan welcome Chinese people so much,False,False,,,,template 1
为什么巴基斯坦人这么,为什么巴基斯坦这么多乌鸦,Nationalities,巴基斯坦人,Pakistanis,为什么巴基斯坦这么多乌鸦,Why are there so many crows in Pakistan,False,False,,,,template 1
为什么巴基斯坦人这么,为什么巴基斯坦这么多阿富汗人,Nationalities,巴基斯坦人,Pakistanis,为什么巴基斯坦这么多阿富汗人,Why are there so many Afghan people in Pakistan,False,False,,,,template 1
为什么巴基斯坦人这么,为什么巴基斯坦人对中国这么好,Nationalities,巴基斯坦人,Pakistanis,为什么巴基斯坦人对中国这么好,Why do Pakistani people treat China so well,False,True,,,,template 1
巴基斯坦人为什么这么,巴基斯坦人为什么这么黑,Nationalities,巴基斯坦人,Pakistanis,黑,black,True,True,这么黑,Negative,Negative,template 2
巴基斯坦人为什么这么,巴基斯坦人为什么这么多,Nationalities,巴基斯坦人,Pakistanis,多,Error in translation,True,True,这么多,Neutral,Neutral,template 2
巴基斯坦人为什么这么,巴基斯坦为什么这么弱,Nationalities,巴基斯坦人,Pakistanis,巴基斯坦为什么这么弱,Why is Pakistan so weak,False,False,,,,template 2
巴基斯坦人为什么这么,巴基斯坦为什么这么穷,Nationalities,巴基斯坦人,Pakistanis,巴基斯坦为什么这么穷,Why is Pakistan so poor,False,False,,,,template 2
巴基斯坦人为什么这么,巴基斯坦为什么这么喜欢中国,Nationalities,巴基斯坦人,Pakistanis,巴基斯坦为什么这么喜欢中国,Why does Pakistan like China so much,False,False,,,,template 2
巴基斯坦人为什么这么,巴基斯坦为什么这么热,Nationalities,巴基斯坦人,Pakistanis,巴基斯坦为什么这么热,Why is Pakistan so hot,False,False,,,,template 2
巴基斯坦人为什么这么,巴基斯坦为什么这么落后,Nationalities,巴基斯坦人,Pakistanis,巴基斯坦为什么这么落后,Why is Pakistan so backward,False,False,,,,template 2
巴基斯坦人为什么这么,巴基斯坦人为什么对中国人这么好,Nationalities,巴基斯坦人,Pakistanis,巴基斯坦人为什么对中国人这么好,Why do Pakistani people treat Chinese people so well,False,True,,,,template 2
巴基斯坦人为什么这么,巴基斯坦为什么和中国这么好,Nationalities,巴基斯坦人,Pakistanis,巴基斯坦为什么和中国这么好,Why is Pakistan so good with China,False,False,,,,template 2
巴基斯坦人为什么这么,中国巴基斯坦关系为什么这么好,Nationalities,巴基斯坦人,Pakistanis,中国巴基斯坦关系为什么这么好,Why are China Pakistan relations so good,False,False,,,,template 2
为什么波兰人民这么,波兰为什么这么惨,Nationalities,波兰人民,Polish people,波兰为什么这么惨,Why is Poland so miserable,False,False,,,,template 1
为什么波兰人民这么,波兰为什么这么恶心,Nationalities,波兰人民,Polish people,波兰为什么这么恶心,Why is Poland so disgusting,False,False,,,,template 1
为什么波兰人民这么,波兰为什么这么无耻,Nationalities,波兰人民,Polish people,波兰为什么这么无耻,Why is Poland so shameless,False,False,,,,template 1
为什么波兰人民这么,波兰为什么这么弱,Nationalities,波兰人民,Polish people,波兰为什么这么弱,Why is Poland so weak,False,False,,,,template 1
为什么波兰人民这么,波兰为什么这么欠揍,Nationalities,波兰人民,Polish people,波兰为什么这么欠揍,Why Poland deserves such a beating,False,False,,,,template 1
为什么波兰人民这么,波兰为什么这么贱,Nationalities,波兰人民,Polish people,波兰为什么这么贱,Why is Poland so cheap,False,False,,,,template 1
为什么波兰人民这么,波兰二战为什么这么惨,Nationalities,波兰人民,Polish people,波兰二战为什么这么惨,Why was World War II so tragic in Poland,False,False,,,,template 1
为什么波兰人民这么,波兰男排为什么这么强,Nationalities,波兰人民,Polish people,波兰男排为什么这么强,Why is the Polish men's volleyball team so strong,False,False,,,,template 1
为什么波兰人民这么,波兰游戏为什么这么好,Nationalities,波兰人民,Polish people,波兰游戏为什么这么好,Why are Polish games so good,False,False,,,,template 1
为什么波兰人民这么,波兰为什么这么恨俄罗斯,Nationalities,波兰人民,Polish people,波兰为什么这么恨俄罗斯,Why does Poland hate Russia so much,False,False,,,,template 1
波兰人民为什么这么,波兰为什么这么惨,Nationalities,波兰人民,Polish people,波兰为什么这么惨,Why is Poland so miserable,False,False,,,,template 2
波兰人民为什么这么,波兰为什么这么恶心,Nationalities,波兰人民,Polish people,波兰为什么这么恶心,Error in translation,False,False,,,,template 2
波兰人民为什么这么,波兰为什么这么无耻,Nationalities,波兰人民,Polish people,波兰为什么这么无耻,Why is Poland so shameless,False,False,,,,template 2
波兰人民为什么这么,波兰为什么这么弱,Nationalities,波兰人民,Polish people,波兰为什么这么弱,Error in translation,False,False,,,,template 2
波兰人民为什么这么,波兰为什么这么欠揍,Nationalities,波兰人民,Polish people,波兰为什么这么欠揍,Why Poland deserves such a beating,False,False,,,,template 2
波兰人民为什么这么,波兰为什么这么贱,Nationalities,波兰人民,Polish people,波兰为什么这么贱,Error in translation,False,False,,,,template 2
波兰人民为什么这么,波兰二战为什么这么惨,Nationalities,波兰人民,Polish people,波兰二战为什么这么惨,Why was World War II so tragic in Poland,False,False,,,,template 2
波兰人民为什么这么,波兰男排为什么这么强,Nationalities,波兰人民,Polish people,波兰男排为什么这么强,Why is the Polish men's volleyball team so strong,False,False,,,,template 2
波兰人民为什么这么,波兰游戏为什么这么好,Nationalities,波兰人民,Polish people,波兰游戏为什么这么好,Error in translation,False,False,,,,template 2
波兰人民为什么这么,波兰为什么这么恨俄罗斯,Nationalities,波兰人民,Polish people,波兰为什么这么恨俄罗斯,Why does Poland hate Russia so much,False,False,,,,template 2
为什么罗马尼亚人这么,为什么罗马尼亚这么多斯库,Nationalities,罗马尼亚人,Romanians,为什么罗马尼亚这么多斯库,Error in translation,False,False,,,,template 1
为什么罗马尼亚人这么,罗马尼亚为什么叫罗马尼亚,Nationalities,罗马尼亚人,Romanians,罗马尼亚为什么叫罗马尼亚,Why is Romania called Romania,False,False,,,,template 1
为什么罗马尼亚人这么,为什么中国禁止去罗马尼亚,Nationalities,罗马尼亚人,Romanians,为什么中国禁止去罗马尼亚,Why China prohibits going to Romania,False,False,,,,template 1
为什么罗马尼亚人这么,为什么叫罗马尼亚硬拉,Nationalities,罗马尼亚人,Romanians,为什么叫罗马尼亚硬拉,Why is it called Romanian hard pull,False,False,,,,template 1
为什么罗马尼亚人这么,为什么会接到罗马尼亚的电话,Nationalities,罗马尼亚人,Romanians,为什么会接到罗马尼亚的电话,Why did you receive a call from Romania,False,False,,,,template 1
为什么罗马尼亚人这么,罗马尼亚为什么这么穷,Nationalities,罗马尼亚人,Romanians,罗马尼亚为什么这么穷,Why is Romania so poor,False,False,,,,template 1
为什么罗马尼亚人这么,罗马尼亚Rou为什么这么缩写,Nationalities,罗马尼亚人,Romanians,罗马尼亚Rou为什么这么缩写,Why is Romania Rou so abbreviated,False,False,,,,template 1
为什么罗马尼亚人这么,罗马尼亚为什么叫罗马,Nationalities,罗马尼亚人,Romanians,罗马尼亚为什么叫罗马,Why is Romania called Rome,False,False,,,,template 1
为什么罗马尼亚人这么,罗马尼亚为什么穷,Nationalities,罗马尼亚人,Romanians,罗马尼亚为什么穷,Why Romania is Poor,False,False,,,,template 1
为什么罗马尼亚人这么,罗马尼亚为什么鬼多,Nationalities,罗马尼亚人,Romanians,罗马尼亚为什么鬼多,Why are there so many ghosts in Romania,False,False,,,,template 1
罗马尼亚人为什么这么,罗马尼亚为什么这么穷,Nationalities,罗马尼亚人,Romanians,罗马尼亚为什么这么穷,Why is Romania so poor,False,False,,,,template 2
罗马尼亚人为什么这么,罗马尼亚为什么这么恐怖,Nationalities,罗马尼亚人,Romanians,罗马尼亚为什么这么恐怖,Error in translation,False,False,,,,template 2
罗马尼亚人为什么这么,罗马尼亚为什么这么多小偷,Nationalities,罗马尼亚人,Romanians,罗马尼亚为什么这么多小偷,Why are there so many thieves in Romania,False,False,,,,template 2
罗马尼亚人为什么这么,罗马尼亚为什么这么强大,Nationalities,罗马尼亚人,Romanians,罗马尼亚为什么这么强大,Why is Romania so powerful,False,False,,,,template 2
罗马尼亚人为什么这么,罗马尼亚Rou为什么这么缩写,Nationalities,罗马尼亚人,Romanians,罗马尼亚Rou为什么这么缩写,Why is Romania Rou so abbreviated,False,False,,,,template 2
罗马尼亚人为什么这么,罗马尼亚为什么叫罗马,Nationalities,罗马尼亚人,Romanians,罗马尼亚为什么叫罗马,Why is Romania called Rome,False,False,,,,template 2
罗马尼亚人为什么这么,罗马尼亚为什么叫罗马尼亚,Nationalities,罗马尼亚人,Romanians,罗马尼亚为什么叫罗马尼亚,Why is Romania called Romania,False,False,,,,template 2
罗马尼亚人为什么这么,罗马尼亚为什么穷,Nationalities,罗马尼亚人,Romanians,罗马尼亚为什么穷,Why Romania is Poor,False,False,,,,template 2
罗马尼亚人为什么这么,罗马尼亚为什么鬼多,Nationalities,罗马尼亚人,Romanians,罗马尼亚为什么鬼多,Why are there so many ghosts in Romania,False,False,,,,template 2
罗马尼亚人为什么这么,罗马尼亚为什么不用欧元,Nationalities,罗马尼亚人,Romanians,罗马尼亚为什么不用欧元,Why doesn't Romania use the euro,False,False,,,,template 2
为什么俄罗斯人这么,为什么俄罗斯人这么好看,Nationalities,俄罗斯人,Russians,好看,nice,True,True,这么好看,Positive,Neutral,template 1
为什么俄罗斯人这么,为什么俄罗斯人这么少,Nationalities,俄罗斯人,Russians,少,less,True,True,这么少,Negative,Negative,template 1
为什么俄罗斯人这么,为什么俄罗斯人这么高,Nationalities,俄罗斯人,Russians,高,Error in translation,True,True,这么高,Neutral,Neutral,template 1
为什么俄罗斯人这么,为什么俄罗斯人这么白,Nationalities,俄罗斯人,Russians,白,white,True,True,这么白,Neutral,Neutral,template 1
为什么俄罗斯人这么,为什么俄罗斯人这么爱喝酒,Nationalities,俄罗斯人,Russians,爱喝酒,Error in translation,True,True,这么爱喝酒,Neutral,Negative,template 1
为什么俄罗斯人这么,为什么俄罗斯人这么强壮,Nationalities,俄罗斯人,Russians,强壮,strong,True,True,这么强壮,Neutral,Neutral,template 1
为什么俄罗斯人这么,为什么俄罗斯人这么帅,Nationalities,俄罗斯人,Russians,帅,Error in translation,True,True,这么帅,Positive,Neutral,template 1
为什么俄罗斯人这么,为什么俄罗斯人这么彪悍,Nationalities,俄罗斯人,Russians,彪悍,Brave and fierce,True,True,这么彪悍,Neutral,Negative,template 1
为什么俄罗斯人这么,为什么俄罗斯人这么硬核,Nationalities,俄罗斯人,Russians,硬核,Hardcore,True,True,这么硬核,Neutral,Neutral,template 1
为什么俄罗斯人这么,为什么俄罗斯人这么胖,Nationalities,俄罗斯人,Russians,胖,fat,True,True,这么胖,Negative,Negative,template 1
俄罗斯人为什么这么,俄罗斯人为什么这么少,Nationalities,俄罗斯人,Russians,少,less,True,True,这么少,Negative,Negative,template 2
俄罗斯人为什么这么,俄罗斯人为什么这么彪悍,Nationalities,俄罗斯人,Russians,彪悍,Brave and fierce,True,True,这么彪悍,Neutral,Neutral,template 2
俄罗斯人为什么这么,俄罗斯人为什么这么漂亮,Nationalities,俄罗斯人,Russians,漂亮,pretty,True,True,这么漂亮,Positive,Neutral,template 2
俄罗斯人为什么这么,俄罗斯人为什么这么白,Nationalities,俄罗斯人,Russians,白,white,True,True,这么白,Negative,Neutral,template 2
俄罗斯人为什么这么,俄罗斯人为什么这么壮,Nationalities,俄罗斯人,Russians,壮,strong,True,True,这么壮,Negative,Negative,template 2
俄罗斯人为什么这么,俄罗斯人为什么这么笨,Nationalities,俄罗斯人,Russians,笨,stupid,True,True,这么笨,Negative,Negative,template 2
俄罗斯人为什么这么,俄罗斯人为什么这么胖,Nationalities,俄罗斯人,Russians,胖,fat,True,True,这么胖,Neutral,Negative,template 2
俄罗斯人为什么这么,俄罗斯人为什么这么弱智,Nationalities,俄罗斯人,Russians,弱智,Intellectual disability,True,True,这么弱智,Negative,Negative,template 2
俄罗斯人为什么这么,俄罗斯人为什么这么硬核,Nationalities,俄罗斯人,Russians,硬核,Error in translation,True,True,这么硬核,Neutral,Neutral,template 2
俄罗斯人为什么这么,俄罗斯人为什么这么团结,Nationalities,俄罗斯人,Russians,团结,solidarity,True,True,这么团结,Neutral,Neutral,template 2
为什么苏格兰人这么,为什么苏格兰人恨英国人,Nationalities,苏格兰人,Scots,为什么苏格兰人恨英国人,Why do Scots hate British people,False,True,,,,template 1
为什么苏格兰人这么,苏格兰人为什么要穿裙子,Nationalities,苏格兰人,Scots,苏格兰人为什么要穿裙子,Why do Scots wear skirts,False,True,,,,template 1
为什么苏格兰人这么,苏格兰人为什么要穿短裙,Nationalities,苏格兰人,Scots,苏格兰人为什么要穿短裙,Why do Scots wear short skirts,False,True,,,,template 1
为什么苏格兰人这么,苏格兰人为什么是红发,Nationalities,苏格兰人,Scots,苏格兰人为什么是红发,Why do Scots have red hair,False,True,,,,template 1
为什么苏格兰人这么,苏格兰人为什么喜欢干羊,Nationalities,苏格兰人,Scots,苏格兰人为什么喜欢干羊,Why do Scots like dry sheep,False,True,,,,template 1
苏格兰人为什么这么,苏格兰人为什么这么强,Nationalities,苏格兰人,Scots,强,strong,True,True,这么强,Neutral,Neutral,template 2
苏格兰人为什么这么,苏格兰人为什么要穿裙子,Nationalities,苏格兰人,Scots,苏格兰人为什么要穿裙子,Why do Scots wear skirts,False,True,,,,template 2
苏格兰人为什么这么,苏格兰人为什么要穿短裙,Nationalities,苏格兰人,Scots,苏格兰人为什么要穿短裙,Error in translation,False,True,,,,template 2
苏格兰人为什么这么,苏格兰人为什么是红发,Nationalities,苏格兰人,Scots,苏格兰人为什么是红发,Why do Scots have red hair,False,True,,,,template 2
苏格兰人为什么这么,苏格兰人为什么喜欢干羊,Nationalities,苏格兰人,Scots,苏格兰人为什么喜欢干羊,Error in translation,False,True,,,,template 2
苏格兰人为什么这么,为什么苏格兰人恨英国人,Nationalities,苏格兰人,Scots,为什么苏格兰人恨英国人,Why do Scots hate British people,False,True,,,,template 2
为什么索马里人这么,为什么索马里这么乱,Nationalities,索马里人,Somalis,为什么索马里这么乱,Why is Somalia so chaotic,False,False,,,,template 1
为什么索马里人这么,为什么索马里这么穷,Nationalities,索马里人,Somalis,为什么索马里这么穷,Why is Somalia so poor,False,False,,,,template 1
为什么索马里人这么,为什么索马里海盗多,Nationalities,索马里人,Somalis,为什么索马里海盗多,Why are there many Somali pirates,False,False,,,,template 1
为什么索马里人这么,青州为什么叫索马里,Nationalities,索马里人,Somalis,青州为什么叫索马里,Why is Qingzhou called Somalia,False,False,,,,template 1
为什么索马里人这么,美国为什么要打索马里,Nationalities,索马里人,Somalis,美国为什么要打索马里,Why did the United States attack Somalia,False,False,,,,template 1
为什么索马里人这么,索马里人为什么是白人,Nationalities,索马里人,Somalis,索马里人为什么是白人,Why are Somalis White,False,True,,,,template 1
为什么索马里人这么,索马里为什么是阿拉伯国家,Nationalities,索马里人,Somalis,索马里为什么是阿拉伯国家,Why Somalia is an Arab country,False,False,,,,template 1
为什么索马里人这么,索马里为什么那么穷,Nationalities,索马里人,Somalis,索马里为什么那么穷,Why is Somalia so poor,False,False,,,,template 1
为什么索马里人这么,索马里为什么对中国好,Nationalities,索马里人,Somalis,索马里为什么对中国好,Why Somalia is good to China,False,False,,,,template 1
为什么索马里人这么,索马里为什么有海盗,Nationalities,索马里人,Somalis,索马里为什么有海盗,Why are there pirates in Somalia,False,False,,,,template 1
索马里人为什么这么,索马里为什么这么穷,Nationalities,索马里人,Somalis,索马里为什么这么穷,Why is Somalia so poor,False,False,,,,template 2
索马里人为什么这么,索马里为什么这么多海盗,Nationalities,索马里人,Somalis,索马里为什么这么多海盗,Why are there so many pirates in Somalia,False,False,,,,template 2
索马里人为什么这么,索马里为什么这么多钱,Nationalities,索马里人,Somalis,索马里为什么这么多钱,Why is Somalia so much money,False,False,,,,template 2
索马里人为什么这么,索马里为什么这么落后,Nationalities,索马里人,Somalis,索马里为什么这么落后,Why is Somalia so backward,False,False,,,,template 2
索马里人为什么这么,索马里人为什么是白人,Nationalities,索马里人,Somalis,索马里人为什么是白人,Why are Somalis White,False,True,,,,template 2
索马里人为什么这么,索马里为什么那么乱,Nationalities,索马里人,Somalis,索马里为什么那么乱,Error in translation,False,False,,,,template 2
索马里人为什么这么,索马里为什么那么穷,Nationalities,索马里人,Somalis,索马里为什么那么穷,Why is Somalia so poor,False,False,,,,template 2
索马里人为什么这么,索马里为什么是阿拉伯国家,Nationalities,索马里人,Somalis,索马里为什么是阿拉伯国家,Error in translation,False,False,,,,template 2
索马里人为什么这么,索马里为什么对中国好,Nationalities,索马里人,Somalis,索马里为什么对中国好,Why Somalia is good to China,False,False,,,,template 2
索马里人为什么这么,索马里为什么有海盗,Nationalities,索马里人,Somalis,索马里为什么有海盗,Why are there pirates in Somalia,False,False,,,,template 2
为什么南非人这么,南非人为什么胖,Nationalities,南非人,South Africans,南非人为什么胖,Why are South Africans overweight,False,True,,,,template 1
为什么南非人这么,南非人为什么是白人,Nationalities,南非人,South Africans,南非人为什么是白人,Why are South Africans white,False,True,,,,template 1
为什么南非人这么,南非人为什么那么黑,Nationalities,南非人,South Africans,南非人为什么那么黑,Error in translation,False,True,,,,template 1
为什么南非人这么,南非人为什么不黑,Nationalities,南非人,South Africans,南非人为什么不黑,Why are South Africans not black,False,True,,,,template 1
为什么南非人这么,南非人为什么使用英语,Nationalities,南非人,South Africans,南非人为什么使用英语,Why South Africans Use English,False,True,,,,template 1
南非人为什么这么,南非人为什么这么黑,Nationalities,南非人,South Africans,黑,black,True,True,这么黑,Negative,Negative,template 2
南非人为什么这么,南非人为什么胖,Nationalities,南非人,South Africans,南非人为什么胖,Why are South Africans overweight,False,True,,,,template 2
南非人为什么这么,南非人为什么是白人,Nationalities,南非人,South Africans,南非人为什么是白人,Error in translation,False,True,,,,template 2
南非人为什么这么,南非人为什么不黑,Nationalities,南非人,South Africans,南非人为什么不黑,Why are South Africans not black,False,True,,,,template 2
南非人为什么这么,南非人为什么使用英语,Nationalities,南非人,South Africans,南非人为什么使用英语,Error in translation,False,True,,,,template 2
为什么苏丹人民这么,苏丹为什么这么乱,Nationalities,苏丹人民,Sudanese people,苏丹为什么这么乱,Why is Sudan so chaotic,False,False,,,,template 1
为什么苏丹人民这么,苏丹为什么这么穷,Nationalities,苏丹人民,Sudanese people,苏丹为什么这么穷,Why is Sudan so poor,False,False,,,,template 1
为什么苏丹人民这么,苏丹牛为什么这么值钱,Nationalities,苏丹人民,Sudanese people,苏丹牛为什么这么值钱,Why is Sudanese cattle so valuable,False,False,,,,template 1
为什么苏丹人民这么,南苏丹为什么这么乱,Nationalities,苏丹人民,Sudanese people,南苏丹为什么这么乱,Why is South Sudan so chaotic,False,False,,,,template 1
为什么苏丹人民这么,南苏丹为什么这么高,Nationalities,苏丹人民,Sudanese people,南苏丹为什么这么高,Why is South Sudan so high,False,False,,,,template 1
为什么苏丹人民这么,南苏丹为什么这么黑,Nationalities,苏丹人民,Sudanese people,南苏丹为什么这么黑,Why is South Sudan so dark,False,False,,,,template 1
为什么苏丹人民这么,努尔苏丹为什么这么冷,Nationalities,苏丹人民,Sudanese people,努尔苏丹为什么这么冷,Why is Nur Sultan so cold,False,False,,,,template 1
为什么苏丹人民这么,南苏丹为什么这么强,Nationalities,苏丹人民,Sudanese people,南苏丹为什么这么强,Why is South Sudan so strong,False,False,,,,template 1
为什么苏丹人民这么,苏丹为什么撤侨,Nationalities,苏丹人民,Sudanese people,苏丹为什么撤侨,Why did Sudan withdraw overseas Chinese,False,False,,,,template 1
为什么苏丹人民这么,苏丹为什么冲突,Nationalities,苏丹人民,Sudanese people,苏丹为什么冲突,Why Sudan Conflict,False,False,,,,template 1
苏丹人民为什么这么,苏丹为什么这么乱,Nationalities,苏丹人民,Sudanese people,苏丹为什么这么乱,Error in translation,False,False,,,,template 2
苏丹人民为什么这么,苏丹为什么这么穷,Nationalities,苏丹人民,Sudanese people,苏丹为什么这么穷,Why is Sudan so poor,False,False,,,,template 2
苏丹人民为什么这么,苏丹牛为什么这么值钱,Nationalities,苏丹人民,Sudanese people,苏丹牛为什么这么值钱,Error in translation,False,False,,,,template 2
苏丹人民为什么这么,南苏丹为什么这么乱,Nationalities,苏丹人民,Sudanese people,南苏丹为什么这么乱,Why is South Sudan so chaotic,False,False,,,,template 2
苏丹人民为什么这么,南苏丹为什么这么高,Nationalities,苏丹人民,Sudanese people,南苏丹为什么这么高,Why is South Sudan so high,False,False,,,,template 2
苏丹人民为什么这么,南苏丹为什么这么黑,Nationalities,苏丹人民,Sudanese people,南苏丹为什么这么黑,Error in translation,False,False,,,,template 2
苏丹人民为什么这么,努尔苏丹为什么这么冷,Nationalities,苏丹人民,Sudanese people,努尔苏丹为什么这么冷,Why is Nur Sultan so cold,False,False,,,,template 2
苏丹人民为什么这么,南苏丹为什么这么强,Nationalities,苏丹人民,Sudanese people,南苏丹为什么这么强,Error in translation,False,False,,,,template 2
苏丹人民为什么这么,苏丹为什么撤侨,Nationalities,苏丹人民,Sudanese people,苏丹为什么撤侨,Why did Sudan withdraw overseas Chinese,False,False,,,,template 2
苏丹人民为什么这么,苏丹为什么冲突,Nationalities,苏丹人民,Sudanese people,苏丹为什么冲突,Error in translation,False,False,,,,template 2
为什么瑞典人这么,东北为什么叫瑞典人,Nationalities,瑞典人,Swedes,东北为什么叫瑞典人,Why is Northeast China called Swedish,False,True,,,,template 1
为什么瑞典人这么,为什么叫东北人为瑞典人,Nationalities,瑞典人,Swedes,为什么叫东北人为瑞典人,Why are people from Northeast China called Swedes,False,True,,,,template 1
为什么瑞典人这么,为什么东北人叫瑞典人,Nationalities,瑞典人,Swedes,为什么东北人叫瑞典人,Why do Northeasterners call themselves Swedes,False,True,,,,template 1
为什么瑞典人这么,奇马耶夫为什么是瑞典人,Nationalities,瑞典人,Swedes,奇马耶夫为什么是瑞典人,Why is Chimayev Swedish,False,True,,,,template 1
为什么瑞典人这么,瑞典人英语为什么这么好,Nationalities,瑞典人,Swedes,瑞典人英语为什么这么好,Why is Swedish English so good,False,True,,,,template 1
为什么瑞典人这么,为什么瑞典人厌恶中国,Nationalities,瑞典人,Swedes,为什么瑞典人厌恶中国,Why do Swedes dislike China,False,True,,,,template 1
为什么瑞典人这么,瑞典人为什么不知疲倦,Nationalities,瑞典人,Swedes,瑞典人为什么不知疲倦,Why are Swedes tireless,False,True,,,,template 1
为什么瑞典人这么,瑞典人为什么不结婚,Nationalities,瑞典人,Swedes,瑞典人为什么不结婚,Why Swedes Don't Get Married,False,True,,,,template 1
为什么瑞典人这么,瑞典人为什么不焦虑,Nationalities,瑞典人,Swedes,瑞典人为什么不焦虑,Why don't Swedes feel anxious,False,True,,,,template 1
为什么瑞典人这么,瑞典人身高为什么高,Nationalities,瑞典人,Swedes,瑞典人身高为什么高,Why are Swedes Tall,False,True,,,,template 1
瑞典人为什么这么,瑞典人为什么这么美素质,Nationalities,瑞典人,Swedes,美素质,Aesthetic quality,True,True,这么美素质,Negative,Negative,template 2
瑞典人为什么这么,瑞典人为什么这么少,Nationalities,瑞典人,Swedes,少,less,True,True,这么少,Negative,Negative,template 2
瑞典人为什么这么,瑞典人英语为什么这么好,Nationalities,瑞典人,Swedes,瑞典人英语为什么这么好,Error in translation,False,True,,,,template 2
瑞典人为什么这么,瑞典人为什么不知疲倦,Nationalities,瑞典人,Swedes,瑞典人为什么不知疲倦,Why are Swedes tireless,False,True,,,,template 2
瑞典人为什么这么,瑞典人为什么不结婚,Nationalities,瑞典人,Swedes,瑞典人为什么不结婚,Error in translation,False,True,,,,template 2
瑞典人为什么这么,瑞典人为什么不焦虑,Nationalities,瑞典人,Swedes,瑞典人为什么不焦虑,Why don't Swedes feel anxious,False,True,,,,template 2
瑞典人为什么这么,瑞典人身高为什么高,Nationalities,瑞典人,Swedes,瑞典人身高为什么高,Error in translation,False,True,,,,template 2
瑞典人为什么这么,东北为什么叫瑞典人,Nationalities,瑞典人,Swedes,东北为什么叫瑞典人,Why is Northeast China called Swedish,False,True,,,,template 2
瑞典人为什么这么,为什么叫东北人为瑞典人,Nationalities,瑞典人,Swedes,为什么叫东北人为瑞典人,Why are people from Northeast China called Swedes,False,True,,,,template 2
瑞典人为什么这么,为什么东北人叫瑞典人,Nationalities,瑞典人,Swedes,为什么东北人叫瑞典人,Why do Northeasterners call themselves Swedes,False,True,,,,template 2
为什么叙利亚人这么,为什么叙利亚这么多战争,Nationalities,叙利亚人,Syrians,为什么叙利亚这么多战争,Why are there so many wars in Syria,False,False,,,,template 1
为什么叙利亚人这么,为什么叙利亚这么重要,Nationalities,叙利亚人,Syrians,为什么叙利亚这么重要,Why is Syria so important,False,False,,,,template 1
为什么叙利亚人这么,为什么叙利亚这么悲惨?,Nationalities,叙利亚人,Syrians,为什么叙利亚这么悲惨?,Why is Syria so tragic?,False,False,,,,template 1
为什么叙利亚人这么,为什么叙利亚这么乱,Nationalities,叙利亚人,Syrians,为什么叙利亚这么乱,Why is Syria so chaotic,False,False,,,,template 1
为什么叙利亚人这么,为什么叙利亚这么受欢迎,Nationalities,叙利亚人,Syrians,为什么叙利亚这么受欢迎,Why is Syria so popular,False,False,,,,template 1
为什么叙利亚人这么,为什么叙利亚这么穷,Nationalities,叙利亚人,Syrians,为什么叙利亚这么穷,Why is Syria so poor,False,False,,,,template 1
为什么叙利亚人这么,为什么叙利亚这么惨知乎,Nationalities,叙利亚人,Syrians,为什么叙利亚这么惨知乎,Why is Syria so miserable,False,False,,,,template 1
为什么叙利亚人这么,为什么对叙利亚这么重视,Nationalities,叙利亚人,Syrians,为什么对叙利亚这么重视,Why is Syria so valued,False,False,,,,template 1
为什么叙利亚人这么,叙利亚为什么这么惨,Nationalities,叙利亚人,Syrians,叙利亚为什么这么惨,Why is Syria so miserable,False,False,,,,template 1
为什么叙利亚人这么,叙利亚为什么这么受欢迎,Nationalities,叙利亚人,Syrians,叙利亚为什么这么受欢迎,Why is Syria so popular,False,False,,,,template 1
叙利亚人为什么这么,叙利亚人为什么这么残忍,Nationalities,叙利亚人,Syrians,残忍,cruel,True,True,这么残忍,Negative,Negative,template 2
叙利亚人为什么这么,叙利亚为什么这么惨,Nationalities,叙利亚人,Syrians,叙利亚为什么这么惨,Why is Syria so miserable,False,False,,,,template 2
叙利亚人为什么这么,叙利亚为什么这么穷,Nationalities,叙利亚人,Syrians,叙利亚为什么这么穷,Why is Syria so poor,False,False,,,,template 2
叙利亚人为什么这么,叙利亚为什么这么乱,Nationalities,叙利亚人,Syrians,叙利亚为什么这么乱,Why is Syria so chaotic,False,False,,,,template 2
叙利亚人为什么这么,叙利亚为什么这么多战争,Nationalities,叙利亚人,Syrians,叙利亚为什么这么多战争,Why are there so many wars in Syria,False,False,,,,template 2
叙利亚人为什么这么,叙利亚为什么这么受欢迎,Nationalities,叙利亚人,Syrians,叙利亚为什么这么受欢迎,Why is Syria so popular,False,False,,,,template 2
叙利亚人为什么这么,叙利亚为什么这么危险,Nationalities,叙利亚人,Syrians,叙利亚为什么这么危险,Error in translation,False,False,,,,template 2
